datetime,geracao_solar_kwh,consumo_kwh,reserva_bateria_pct,temp_externa_c,temp_interna_c,radiacao_msv,oxigenio,energia,comunicacao,habitat,pressao,combustivel
2026-04-07 04:00,3.21,58.05,53.2,-124.7,24.0,0.348,1,1,1,1,1,1
2026-04-07 08:00,23.28,58.18,52.2,-138.8,22.7,0.426,1,1,1,1,1,1
2026-04-07 12:00,68.95,57.75,67.6,-133.8,20.4,0.24,1,1,1,1,1,1
2026-04-07 16:00,20.23,41.86,63.0,-129.1,24.3,0.198,1,1,1,1,1,1
2026-04-07 20:00,4.93,42.21,53.2,-135.1,23.4,0.256,1,1,1,1,1,1
2026-04-08 00:00,4.91,56.11,71.8,-127.4,25.3,0.338,1,1,1,1,1,1
2026-04-08 04:00,3.36,54.29,62.4,-140.1,21.3,0.325,1,1,1,1,1,1
2026-04-08 08:00,18.75,57.77,61.5,-132.2,21.6,0.308,1,1,1,1,1,1
2026-04-08 12:00,63.8,58.62,61.8,-111.1,24.8,0.193,1,1,1,1,1,1
2026-04-08 16:00,19.75,49.47,66.9,-112.2,21.6,0.436,1,1,1,1,1,1
2026-04-08 20:00,1.86,59.82,58.1,-130.6,24.5,0.193,1,1,1,1,1,1
2026-04-09 00:00,2.44,42.45,59.0,-115.2,21.9,0.322,1,1,1,1,1,1
2026-04-09 04:00,3.81,50.1,61.2,-132.0,22.1,0.41,1,1,1,1,1,1
2026-04-09 08:00,21.94,59.16,69.8,-120.6,23.5,0.41,1,1,1,1,1,1
2026-04-09 12:00,66.19,43.85,64.4,-126.9,19.4,0.321,1,1,1,1,1,1
2026-04-09 16:00,18.46,55.74,56.9,-121.8,25.2,0.283,1,1,1,1,1,1
2026-04-09 20:00,2.19,48.3,69.2,-137.3,20.8,0.184,1,1,1,1,1,1
2026-04-10 00:00,2.04,43.38,64.3,-137.0,19.2,0.168,1,1,1,1,1,1
2026-04-10 04:00,0.6,44.05,67.0,-126.6,22.5,0.376,1,1,1,1,1,1
2026-04-10 08:00,21.05,44.67,69.7,-139.2,25.7,0.353,1,1,1,1,1,1
2026-04-10 12:00,67.72,44.07,71.4,-135.1,25.9,0.385,1,1,1,1,0,1
2026-04-10 16:00,23.86,45.78,71.4,-150.0,25.5,0.295,1,1,1,1,1,1
2026-04-10 20:00,2.55,40.91,66.8,-127.5,21.1,0.269,1,1,1,1,1,1
2026-04-11 00:00,4.79,46.37,65.6,-136.3,20.8,0.376,1,1,1,1,1,1
2026-04-11 04:00,0.08,53.84,64.9,-149.9,22.3,0.42,1,1,1,1,1,1
2026-04-11 08:00,23.58,52.98,53.6,-148.8,24.8,0.351,1,1,1,1,1,1
2026-04-11 12:00,70.36,53.94,52.2,-131.5,25.6,0.283,1,1,1,1,1,1
2026-04-11 16:00,22.42,46.06,66.4,-140.6,22.5,0.259,1,1,1,1,1,1
2026-04-11 20:00,1.98,57.4,63.4,-130.2,22.9,0.348,1,1,1,1,1,1
2026-04-12 00:00,1.3,51.4,56.6,-129.1,24.5,0.208,1,1,1,1,1,1
2026-04-12 04:00,2.27,58.76,64.8,-112.3,19.4,0.432,1,1,1,1,1,1
2026-04-12 08:00,23.39,57.68,56.5,-138.9,21.9,0.285,0,1,1,1,1,1
2026-04-12 12:00,74.56,48.48,53.5,-140.0,20.2,0.243,1,1,1,1,1,1
2026-04-12 16:00,20.56,45.01,54.2,-140.5,21.4,0.166,1,1,1,1,1,1
2026-04-12 20:00,3.13,51.58,53.7,-147.6,19.2,0.244,1,1,1,1,1,1
2026-04-13 00:00,3.13,41.32,65.6,-127.6,21.1,0.264,1,1,1,1,1,1
2026-04-13 04:00,1.92,55.9,69.6,-125.2,21.4,0.431,1,1,1,1,1,1
2026-04-13 08:00,18.78,55.79,55.9,-127.1,23.5,0.227,1,1,1,1,1,1
2026-04-13 12:00,61.23,48.72,71.2,-119.8,21.2,0.416,1,1,1,1,1,1
2026-04-13 16:00,22.24,53.57,53.1,-129.7,24.8,0.408,1,1,1,1,1,1
2026-04-13 20:00,3.34,53.9,71.6,-126.0,21.3,0.324,1,1,1,1,1,1
2026-04-14 00:00,0.21,44.39,52.1,-141.1,20.6,0.337,1,1,1,1,1,1
2026-04-14 04:00,0.92,59.8,59.3,-147.1,19.2,0.185,1,1,1,1,1,1
2026-04-14 08:00,19.65,43.48,69.7,-121.2,21.4,0.316,1,1,1,1,1,1
2026-04-14 12:00,62.58,55.75,54.2,-112.6,21.1,0.222,1,1,1,1,1,1
2026-04-14 16:00,24.19,41.31,54.9,-113.0,24.6,0.208,1,1,1,1,1,1
2026-04-14 20:00,3.08,43.78,62.7,-118.4,21.3,0.166,1,1,1,1,1,1
2026-04-15 00:00,0.41,49.41,65.3,-147.4,22.6,0.375,1,1,1,1,1,1
2026-04-15 04:00,3.47,54.31,61.9,-139.3,21.8,0.426,1,1,1,1,1,1
2026-04-15 08:00,20.37,57.77,63.4,-112.6,21.6,0.315,1,1,1,1,1,1
2026-04-15 12:00,67.42,48.52,61.4,-133.6,24.6,0.245,1,1,1,1,1,1
2026-04-15 16:00,23.95,50.26,64.9,-118.6,25.5,0.18,1,1,1,1,1,1
2026-04-15 20:00,4.08,53.67,57.5,-121.8,26.0,0.45,1,1,1,1,1,1
2026-04-16 00:00,3.92,48.08,60.1,-126.8,23.6,0.292,1,1,1,1,1,1
2026-04-16 04:00,2.37,50.32,67.7,-119.7,24.1,0.288,1,1,1,1,1,1
2026-04-16 08:00,21.33,51.17,59.5,-126.9,19.9,0.433,1,1,1,1,1,1
2026-04-16 12:00,63.07,55.57,62.8,-137.0,19.2,0.386,1,1,1,1,1,1
2026-04-16 16:00,22.39,57.34,71.6,-141.8,21.7,0.31,1,1,1,1,1,1
2026-04-16 20:00,0.52,51.06,52.6,-122.4,22.4,0.206,1,1,1,1,1,1
2026-04-17 00:00,0.29,50.37,55.4,-115.6,21.9,0.197,1,1,1,1,1,1
2026-04-17 04:00,0.65,44.11,60.6,-121.6,22.3,0.331,1,1,1,1,1,1
2026-04-17 08:00,19.28,41.28,60.0,-117.7,22.7,0.423,1,1,1,1,1,1
2026-04-17 12:00,64.13,54.01,66.2,-138.1,23.3,0.393,1,1,1,1,1,1
2026-04-17 16:00,19.56,51.37,59.9,-112.2,20.7,0.411,1,1,1,1,1,1
2026-04-17 20:00,1.09,49.87,71.8,-127.9,26.0,0.173,1,1,1,1,1,1
2026-04-18 00:00,2.31,41.46,65.9,-120.0,21.7,0.374,1,1,1,1,1,1
2026-04-18 04:00,3.74,49.7,53.4,-128.1,20.7,0.435,1,1,1,1,1,1
2026-04-18 08:00,20.29,50.69,59.8,-146.9,24.3,0.353,1,1,1,1,1,1
2026-04-18 12:00,68.93,56.73,68.2,-124.4,24.0,0.419,1,1,1,0,1,1
2026-04-18 16:00,24.53,47.49,56.8,-146.3,22.0,0.447,1,1,1,1,1,1
2026-04-18 20:00,4.15,43.36,55.3,-133.4,19.8,0.248,1,1,1,1,1,1
2026-04-19 00:00,1.07,47.13,55.5,-133.9,21.2,0.267,1,1,1,1,1,1
2026-04-19 04:00,1.09,46.03,64.0,-110.7,19.7,0.311,1,1,1,1,1,1
2026-04-19 08:00,22.98,53.56,71.4,-122.3,21.3,0.341,1,1,1,1,1,1
2026-04-19 12:00,66.7,47.65,64.8,-140.7,23.1,0.447,1,1,1,1,1,1
2026-04-19 16:00,22.47,41.2,59.5,-138.1,20.1,0.211,1,1,1,1,1,1
2026-04-19 20:00,1.39,52.87,67.2,-129.2,25.8,0.344,1,1,1,1,1,1
2026-04-20 00:00,4.53,53.3,57.0,-122.5,24.0,0.332,1,1,1,1,1,1
2026-04-20 04:00,0.96,52.69,54.8,-141.8,19.6,0.328,1,1,1,1,1,1
2026-04-20 08:00,23.14,44.9,55.5,-140.0,21.0,0.284,1,1,1,1,1,1
2026-04-20 12:00,58.36,48.83,62.1,-120.6,24.3,0.396,1,1,1,1,1,1
2026-04-20 16:00,22.3,43.06,66.5,-139.7,22.2,0.286,1,1,1,1,1,1
2026-04-20 20:00,0.95,40.26,62.0,-121.0,22.4,0.428,1,1,1,1,1,1
2026-04-21 00:00,2.04,40.78,70.4,-134.6,23.0,0.208,1,1,1,1,1,1
2026-04-21 04:00,3.44,53.93,65.0,-112.9,24.1,0.223,1,1,1,1,1,1
2026-04-21 08:00,20.08,49.11,65.6,-139.8,23.2,0.436,1,1,1,1,1,1
2026-04-21 12:00,66.72,58.02,62.4,-142.4,22.0,0.399,1,1,1,1,1,1
2026-04-21 16:00,21.08,57.53,66.6,-146.4,23.5,0.383,1,1,1,1,1,1
2026-04-21 20:00,4.94,56.33,52.0,-147.2,23.9,0.307,1,1,1,1,1,1
2026-04-22 00:00,0.91,58.97,61.0,-117.4,20.3,0.168,1,1,1,1,1,1
2026-04-22 04:00,3.12,57.37,55.3,-138.3,21.6,0.233,1,1,1,1,1,1
2026-04-22 08:00,23.35,40.14,63.6,-110.5,19.7,0.307,1,1,1,1,1,1
2026-04-22 12:00,61.74,48.59,59.4,-114.4,26.0,0.395,1,1,1,1,1,1
2026-04-22 16:00,19.0,49.14,66.0,-121.0,25.2,0.192,1,1,1,1,1,1
2026-04-22 20:00,3.09,53.18,61.5,-133.5,20.3,0.446,1,1,1,1,1,1
2026-04-23 00:00,1.63,48.89,64.1,-134.0,23.3,0.174,1,1,1,1,1,1
2026-04-23 04:00,3.67,45.88,55.9,-144.3,22.6,0.322,1,1,1,1,1,1
2026-04-23 08:00,21.99,57.5,55.4,-132.1,19.8,0.349,1,1,1,1,1,1
2026-04-23 12:00,69.32,43.2,70.6,-113.9,24.4,0.216,1,1,1,1,1,1
2026-04-23 16:00,23.17,41.81,65.8,-115.1,25.5,0.38,1,1,1,1,1,1
2026-04-23 20:00,3.21,51.24,69.1,-117.7,20.6,0.185,1,1,1,1,1,1
2026-04-24 00:00,1.84,57.07,71.1,-126.9,19.0,0.169,1,1,1,1,1,1
2026-04-24 04:00,3.98,50.4,64.0,-141.1,21.8,0.311,1,1,1,1,1,1
2026-04-24 08:00,22.34,42.92,65.3,-117.9,23.9,0.33,1,1,1,1,1,1
2026-04-24 12:00,71.57,49.9,66.1,-134.9,25.9,0.25,1,1,1,1,1,1
2026-04-24 16:00,24.1,43.58,61.8,-134.3,25.9,0.348,1,1,1,1,1,1
2026-04-24 20:00,3.79,47.82,62.6,-138.7,23.9,0.209,1,1,1,1,1,1
2026-04-25 00:00,4.25,54.19,61.2,-143.5,20.0,0.359,1,1,1,1,1,1
2026-04-25 04:00,3.63,51.51,65.6,-110.5,20.0,0.435,1,1,1,1,1,1
2026-04-25 08:00,18.68,59.61,65.0,-126.3,25.8,0.338,1,1,1,1,1,1
2026-04-25 12:00,68.06,47.51,65.8,-118.2,23.6,0.383,1,1,1,1,1,1
2026-04-25 16:00,18.88,49.78,65.4,-129.6,19.2,0.322,1,1,1,1,1,1
2026-04-25 20:00,3.22,48.67,63.4,-146.0,19.4,0.423,1,1,1,1,1,1
2026-04-26 00:00,4.06,49.77,62.4,-126.6,24.0,0.387,1,1,1,1,1,1
2026-04-26 04:00,0.9,51.09,68.0,-145.1,19.9,0.212,1,1,1,1,1,1
2026-04-26 08:00,20.76,50.89,60.5,-112.2,19.0,0.24,1,1,1,1,1,1
2026-04-26 12:00,68.9,50.45,71.7,-135.9,22.8,0.213,1,1,1,1,1,1
2026-04-26 16:00,24.72,52.04,56.3,-135.6,19.9,0.337,1,1,1,1,1,1
2026-04-26 20:00,1.27,48.51,65.9,-128.6,19.5,0.37,1,1,1,1,1,1
2026-04-27 00:00,3.02,48.39,55.1,-110.3,22.0,0.158,1,1,1,1,1,1
2026-04-27 04:00,3.2,47.26,58.7,-139.1,25.1,0.218,1,1,1,1,1,1
2026-04-27 08:00,19.5,54.57,58.1,-117.1,22.4,0.309,1,1,1,1,1,1
2026-04-27 12:00,73.93,47.79,58.9,-120.3,25.8,0.31,1,1,1,1,1,1
2026-04-27 16:00,19.37,42.53,59.6,-120.6,19.4,0.368,1,1,1,1,1,1
2026-04-27 20:00,4.93,55.97,62.0,-139.0,22.0,0.433,1,1,1,1,1,1
2026-04-28 00:00,1.56,41.8,53.6,-120.8,25.6,0.2,1,1,1,1,1,1
2026-04-28 04:00,2.12,50.17,66.6,-130.8,22.6,0.449,1,1,1,1,1,1
2026-04-28 08:00,23.09,54.05,67.0,-140.2,24.2,0.435,1,1,1,1,1,1
2026-04-28 12:00,68.49,57.64,62.5,-141.0,19.5,0.402,1,1,1,1,1,1
2026-04-28 16:00,24.43,45.0,62.8,-119.3,19.8,0.24,1,1,1,1,1,1
2026-04-28 20:00,4.67,52.86,68.5,-148.6,22.2,0.335,1,1,1,1,1,0
2026-04-29 00:00,4.45,43.72,59.1,-145.9,22.4,0.175,1,1,1,1,1,1
2026-04-29 04:00,1.13,47.91,58.0,-132.9,20.3,0.393,1,1,1,1,1,1
2026-04-29 08:00,20.73,57.41,56.0,-142.4,19.3,0.268,1,1,1,1,1,1
2026-04-29 12:00,60.32,48.42,63.0,-118.0,24.0,0.247,1,1,1,1,1,1
2026-04-29 16:00,19.06,42.16,52.4,-143.8,22.5,0.38,1,1,1,1,1,1
2026-04-29 20:00,1.45,49.72,67.2,-140.1,20.1,0.303,1,1,1,1,1,1
2026-04-30 00:00,0.99,54.13,68.2,-122.0,22.5,0.204,1,1,1,1,1,1
2026-04-30 04:00,4.95,58.58,60.5,-125.3,19.6,0.165,1,1,1,1,1,1
2026-04-30 08:00,21.73,52.88,58.1,-139.2,21.0,0.255,1,1,1,1,1,1
2026-04-30 12:00,59.24,49.44,70.2,-146.0,20.3,0.434,1,1,1,1,1,1
2026-04-30 16:00,20.54,54.83,59.2,-118.8,22.7,0.261,1,1,1,1,1,1
2026-04-30 20:00,0.6,51.73,70.2,-123.8,20.3,0.361,1,1,1,1,1,1
2026-05-01 00:00,1.01,54.42,46.0,-152.3,22.9,0.288,1,1,1,1,1,1
2026-05-01 04:00,3.59,58.22,46.6,-143.2,25.5,0.376,1,1,1,1,1,1
2026-05-01 08:00,20.3,53.88,62.0,-144.1,23.8,0.505,1,1,1,1,1,1
2026-05-01 12:00,50.43,43.68,48.7,-151.3,23.9,0.508,1,1,1,1,1,1
2026-05-01 16:00,19.72,51.04,48.9,-158.2,20.7,0.214,1,1,1,1,1,1
2026-05-01 20:00,1.25,56.47,57.3,-159.9,21.4,0.412,1,1,1,1,1,1
2026-05-02 00:00,3.06,46.49,46.3,-127.4,24.8,0.277,1,1,1,1,1,1
2026-05-02 04:00,3.9,42.13,62.2,-144.7,23.6,0.505,1,1,1,1,1,1
2026-05-02 08:00,20.38,55.06,48.6,-150.7,24.1,0.329,1,1,1,1,1,1
2026-05-02 12:00,54.81,54.59,59.9,-159.2,20.1,0.262,1,1,1,1,1,1
2026-05-02 16:00,21.47,42.0,57.1,-130.9,24.7,0.411,1,1,1,1,1,1
2026-05-02 20:00,1.24,41.67,48.3,-134.9,19.1,0.538,1,1,1,1,1,1
2026-05-03 00:00,2.4,51.26,55.2,-153.5,21.3,0.254,1,1,1,1,1,1
2026-05-03 04:00,1.48,50.23,64.2,-154.3,25.4,0.208,1,1,1,1,1,1
2026-05-03 08:00,20.89,56.46,47.6,-153.2,19.8,0.236,1,1,1,1,1,1
2026-05-03 12:00,62.91,52.09,49.1,-138.8,23.2,0.438,1,1,1,1,1,1
2026-05-03 16:00,21.11,53.23,66.5,-127.6,24.0,0.227,0,1,1,1,1,1
2026-05-03 20:00,3.61,55.71,56.0,-157.3,23.0,0.536,1,1,1,1,1,1
2026-05-04 00:00,2.12,53.87,54.5,-128.3,21.3,0.481,1,1,1,1,1,1
2026-05-04 04:00,4.11,47.69,58.4,-143.1,23.0,0.443,1,1,1,0,1,1
2026-05-04 08:00,18.72,59.15,66.2,-157.6,21.4,0.497,1,1,1,1,1,1
2026-05-04 12:00,63.26,44.85,64.0,-157.8,20.0,0.537,1,1,1,1,1,1
2026-05-04 16:00,19.42,41.48,64.3,-125.2,19.2,0.328,1,1,1,1,1,1
2026-05-04 20:00,3.72,54.96,61.1,-148.0,21.9,0.318,1,1,1,1,1,1
2026-05-05 00:00,3.76,50.07,45.2,-126.7,23.8,0.507,1,1,1,1,1,1
2026-05-05 04:00,0.78,59.46,57.0,-120.9,19.9,0.274,1,1,1,1,1,1
2026-05-05 08:00,20.44,49.37,52.2,-134.3,24.8,0.258,1,1,1,1,1,1
2026-05-05 12:00,61.93,40.56,51.5,-138.3,19.5,0.409,1,1,1,1,1,1
2026-05-05 16:00,21.51,51.3,58.0,-128.4,19.3,0.31,1,1,1,1,1,1
2026-05-05 20:00,3.76,54.51,67.4,-131.9,19.7,0.343,1,1,1,1,1,1
2026-05-06 00:00,2.93,57.04,51.7,-153.9,22.2,0.51,1,1,1,1,1,1
2026-05-06 04:00,0.81,59.27,56.9,-130.9,23.6,0.526,1,1,1,1,1,1
2026-05-06 08:00,20.94,55.48,53.9,-151.6,23.3,0.226,1,1,1,1,1,1
2026-05-06 12:00,55.94,59.38,63.0,-156.5,19.7,0.31,1,1,1,1,1,1
2026-05-06 16:00,20.15,45.16,55.9,-149.8,25.1,0.428,1,1,1,1,1,1
2026-05-06 20:00,4.29,58.34,48.0,-145.3,24.9,0.533,1,1,1,1,1,1
2026-05-07 00:00,3.1,52.88,62.0,-150.2,24.7,0.203,1,1,1,1,1,1
2026-05-07 04:00,2.31,41.87,55.7,-134.3,25.3,0.363,1,1,1,1,1,1
2026-05-07 08:00,17.19,46.35,67.9,-140.5,23.9,0.367,1,1,1,1,1,1
2026-05-07 12:00,45.63,52.02,53.7,-122.5,21.5,0.351,1,1,1,1,1,1
2026-05-07 16:00,19.24,41.67,46.6,-143.8,21.1,0.449,1,1,1,1,1,1
2026-05-07 20:00,4.51,46.84,62.3,-153.4,21.4,0.347,1,1,1,1,1,1
2026-05-08 00:00,1.95,40.2,63.0,-136.1,19.5,0.434,1,1,1,1,1,1
2026-05-08 04:00,1.58,43.01,55.5,-154.1,25.1,0.24,1,1,1,0,1,1
2026-05-08 08:00,15.84,48.99,67.3,-156.1,20.5,0.543,1,1,1,1,1,1
2026-05-08 12:00,64.43,51.54,45.3,-127.4,19.1,0.514,1,1,1,1,1,1
2026-05-08 16:00,17.35,50.85,57.0,-129.4,19.8,0.262,1,1,1,1,1,1
2026-05-08 20:00,3.44,48.75,51.5,-135.2,25.5,0.5,1,1,1,1,1,1
2026-05-09 00:00,2.48,55.03,66.3,-156.0,22.1,0.403,1,1,1,1,1,1
2026-05-09 04:00,0.98,49.39,47.9,-121.3,25.4,0.345,1,1,1,1,1,1
2026-05-09 08:00,16.89,57.59,51.1,-126.5,24.6,0.345,1,1,1,1,1,1
2026-05-09 12:00,61.33,56.4,58.8,-146.6,25.7,0.547,1,1,1,1,1,1
2026-05-09 16:00,18.85,42.58,59.6,-120.9,20.2,0.516,1,1,1,1,1,1
2026-05-09 20:00,3.92,56.86,59.4,-149.6,22.9,0.532,1,1,1,1,1,1
2026-05-10 00:00,3.54,58.41,46.8,-144.7,24.2,0.246,1,1,1,1,1,1
2026-05-10 04:00,2.68,44.91,62.9,-128.6,24.4,0.431,1,1,1,1,1,1
2026-05-10 08:00,18.06,51.92,47.5,-148.7,25.3,0.232,1,1,1,1,1,1
2026-05-10 12:00,46.47,59.18,46.8,-132.5,21.6,0.31,1,1,1,1,1,1
2026-05-10 16:00,19.04,40.63,67.4,-120.3,22.4,0.415,1,1,1,1,1,1
2026-05-10 20:00,0.12,50.23,48.5,-125.3,19.8,0.276,1,1,1,1,1,1
2026-05-11 00:00,4.77,46.97,57.7,-148.2,24.2,0.374,1,1,1,1,1,1
2026-05-11 04:00,1.41,47.86,58.4,-129.3,21.2,0.478,1,1,1,1,1,1
2026-05-11 08:00,19.15,52.15,54.9,-137.3,21.6,0.421,1,1,1,1,1,1
2026-05-11 12:00,61.53,52.9,67.2,-145.9,19.2,0.263,1,1,1,1,1,1
2026-05-11 16:00,20.2,42.45,52.3,-159.6,21.3,0.363,1,1,1,1,1,1
2026-05-11 20:00,0.51,45.56,59.0,-124.7,25.0,0.226,1,1,1,1,1,1
2026-05-12 00:00,4.01,49.97,67.8,-143.2,19.9,0.26,1,1,1,1,1,1
2026-05-12 04:00,4.94,58.23,51.5,-126.3,21.8,0.514,1,1,1,1,1,1
2026-05-12 08:00,19.82,45.49,62.3,-144.0,22.9,0.31,1,1,1,1,1,1
2026-05-12 12:00,47.43,47.48,59.2,-158.8,19.3,0.204,1,1,1,1,1,1
2026-05-12 16:00,21.02,47.38,65.8,-120.4,25.5,0.504,1,1,1,1,1,1
2026-05-12 20:00,3.06,56.25,51.2,-153.2,20.0,0.361,1,1,1,1,1,1
2026-05-13 00:00,2.23,42.45,57.1,-136.9,23.6,0.542,1,1,1,1,1,1
2026-05-13 04:00,2.79,57.46,60.2,-130.6,20.4,0.227,1,1,1,1,1,1
2026-05-13 08:00,15.7,44.17,58.6,-138.9,25.0,0.466,1,1,1,1,1,1
2026-05-13 12:00,52.27,59.5,65.0,-139.5,24.5,0.266,1,1,1,1,1,1
2026-05-13 16:00,20.84,54.9,50.5,-124.2,20.3,0.21,1,1,1,1,1,1
2026-05-13 20:00,0.75,50.04,56.7,-157.9,20.9,0.234,1,1,1,1,1,1
2026-05-14 00:00,2.65,49.87,55.0,-132.8,23.5,0.536,1,1,1,1,1,1
2026-05-14 04:00,1.13,52.4,61.5,-144.3,19.7,0.457,1,1,1,1,1,1
2026-05-14 08:00,18.98,54.68,47.2,-139.9,23.9,0.367,1,1,1,1,1,1
2026-05-14 12:00,63.0,42.84,45.3,-141.0,21.3,0.262,1,1,1,1,1,1
2026-05-14 16:00,18.89,49.77,50.7,-155.6,24.7,0.399,1,1,1,1,1,1
2026-05-14 20:00,1.52,54.72,55.4,-130.6,25.9,0.29,1,1,1,1,1,1
2026-05-15 00:00,3.87,57.14,65.7,-136.2,19.8,0.44,1,1,1,1,1,1
2026-05-15 04:00,2.49,44.89,62.0,-121.1,21.5,0.461,1,1,1,1,1,1
2026-05-15 08:00,20.99,48.99,67.0,-138.9,20.9,0.438,1,1,1,1,1,1
2026-05-15 12:00,55.4,46.87,59.1,-142.7,22.2,0.539,1,1,1,1,1,1
2026-05-15 16:00,16.0,59.33,59.3,-133.4,21.1,0.301,1,1,1,1,1,1
2026-05-15 20:00,1.53,48.61,60.2,-160.0,20.8,0.323,1,1,1,1,1,1
2026-05-16 00:00,1.35,59.92,49.5,-136.6,19.6,0.277,1,1,1,1,1,1
2026-05-16 04:00,0.49,45.23,51.9,-147.6,22.9,0.438,1,1,1,1,1,1
2026-05-16 08:00,17.01,41.71,58.0,-134.9,22.8,0.332,1,1,1,1,1,1
2026-05-16 12:00,59.25,49.37,54.8,-143.2,21.9,0.21,1,1,1,1,1,1
2026-05-16 16:00,16.62,50.24,47.9,-138.3,23.0,0.303,1,1,1,0,1,1
2026-05-16 20:00,2.3,41.09,46.3,-126.8,23.5,0.317,1,1,1,1,1,1
2026-05-17 00:00,3.37,54.79,46.2,-151.8,20.0,0.459,1,1,1,1,1,1
2026-05-17 04:00,4.95,40.13,56.2,-132.5,19.8,0.2,1,1,1,1,1,1
2026-05-17 08:00,17.96,41.11,47.8,-143.8,25.9,0.487,1,1,1,1,1,1
2026-05-17 12:00,53.65,52.72,49.3,-127.3,23.6,0.26,1,1,1,1,1,1
2026-05-17 16:00,18.29,53.35,54.0,-132.1,19.8,0.346,1,1,1,1,1,1
2026-05-17 20:00,3.23,57.86,59.3,-158.3,25.3,0.537,1,1,1,1,1,1
2026-05-18 00:00,2.52,46.98,61.2,-144.4,19.4,0.43,1,1,1,1,1,1
2026-05-18 04:00,3.81,46.06,54.1,-123.4,23.5,0.332,1,1,1,1,1,1
2026-05-18 08:00,15.86,46.48,67.0,-146.1,23.3,0.341,1,1,1,1,1,1
2026-05-18 12:00,54.53,55.2,67.6,-127.7,24.1,0.283,1,1,1,1,1,1
2026-05-18 16:00,19.08,42.29,64.5,-157.1,24.3,0.412,1,1,1,1,1,1
2026-05-18 20:00,2.87,43.99,50.8,-142.5,21.0,0.27,1,1,1,1,1,1
2026-05-19 00:00,3.34,44.07,63.6,-124.3,21.5,0.343,1,1,1,1,1,1
2026-05-19 04:00,2.48,56.65,58.1,-141.1,21.5,0.416,1,1,1,1,1,1
2026-05-19 08:00,15.52,55.65,51.9,-155.3,20.6,0.411,1,1,1,1,1,1
2026-05-19 12:00,46.36,57.43,67.3,-157.0,23.0,0.499,1,1,1,1,1,1
2026-05-19 16:00,18.14,58.35,51.1,-158.8,21.4,0.291,1,1,1,1,1,1
2026-05-19 20:00,3.32,57.57,50.4,-157.1,25.6,0.517,1,1,1,1,1,1
2026-05-20 00:00,3.06,41.61,57.7,-122.1,20.9,0.215,1,1,1,1,1,1
2026-05-20 04:00,4.86,40.43,46.3,-129.1,24.7,0.387,1,1,1,1,1,1
2026-05-20 08:00,19.64,48.59,54.8,-154.5,22.1,0.514,1,1,1,1,1,1
2026-05-20 12:00,56.77,44.54,62.2,-124.5,24.6,0.399,1,1,1,1,1,1
2026-05-20 16:00,16.2,40.87,53.0,-133.8,20.7,0.302,1,1,1,1,1,1
2026-05-20 20:00,2.47,54.7,53.2,-123.4,20.5,0.45,1,1,1,1,1,1
2026-05-21 00:00,3.49,50.07,46.2,-124.0,23.9,0.418,1,1,1,1,1,1
2026-05-21 04:00,1.05,47.45,63.8,-154.3,25.8,0.444,1,1,1,1,1,1
2026-05-21 08:00,17.56,56.54,46.9,-148.8,23.3,0.373,1,1,1,1,1,1
2026-05-21 12:00,46.05,46.1,57.5,-146.1,19.2,0.413,1,1,1,1,1,1
2026-05-21 16:00,17.27,56.58,55.0,-142.9,24.1,0.457,1,1,1,1,1,1
2026-05-21 20:00,4.69,49.27,58.2,-137.3,22.6,0.257,1,1,1,1,1,1
2026-05-22 00:00,4.75,41.71,50.7,-138.3,21.4,0.338,1,1,1,1,1,1
2026-05-22 04:00,0.62,51.37,52.4,-149.4,20.3,0.362,1,1,1,1,1,1
2026-05-22 08:00,15.39,58.78,51.4,-135.6,21.2,0.222,1,1,1,1,1,1
2026-05-22 12:00,47.94,52.36,46.1,-155.4,19.3,0.44,1,1,1,1,1,1
2026-05-22 16:00,16.73,45.15,60.6,-125.7,21.5,0.451,1,1,1,1,1,1
2026-05-22 20:00,1.63,47.43,63.9,-143.4,23.5,0.507,1,1,1,1,1,1
2026-05-23 00:00,2.35,59.47,59.3,-153.6,19.3,0.526,1,1,1,1,1,1
2026-05-23 04:00,2.54,51.63,52.9,-151.4,24.8,0.211,1,1,1,1,1,1
2026-05-23 08:00,16.5,50.07,58.2,-138.1,21.9,0.457,1,1,1,1,1,1
2026-05-23 12:00,50.38,56.72,51.7,-150.2,20.7,0.469,1,1,1,1,1,1
2026-05-23 16:00,20.87,47.24,53.1,-139.8,25.4,0.429,1,1,1,1,1,1
2026-05-23 20:00,2.69,55.53,54.4,-136.6,20.0,0.291,1,1,1,1,1,1
2026-05-24 00:00,3.16,55.45,65.7,-124.9,19.1,0.242,1,1,1,1,1,1
2026-05-24 04:00,2.16,53.8,67.8,-154.7,25.1,0.522,1,1,1,1,1,1
2026-05-24 08:00,20.98,57.97,58.6,-135.3,26.0,0.216,1,1,1,1,1,1
2026-05-24 12:00,50.79,49.54,48.1,-152.7,24.4,0.521,1,1,1,1,1,1
2026-05-24 16:00,17.53,48.77,56.7,-136.5,25.6,0.234,1,1,1,1,1,1
2026-05-24 20:00,2.13,46.46,52.3,-152.9,20.0,0.485,1,1,1,1,1,1
2026-05-25 00:00,0.5,45.7,47.7,-149.0,22.1,0.51,1,1,1,1,1,1
2026-05-25 04:00,0.71,44.14,64.3,-129.8,19.2,0.516,1,1,1,1,1,1
